ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000519.SZ,20130205,8.6925,8.8124,8.5513,8.756,8.7771,-0.021100000000000563,-0.2404,30321.82,37229.7921
000519.SZ,20130204,9.2428,9.271,8.6783,8.7771,9.1722,-0.39509999999999934,-4.3076,55990.36,70574.2289
000519.SZ,20130201,9.4333,9.4333,9.0523,9.1722,9.4051,-0.232899999999999,-2.4763,63813.05,82931.3919
000519.SZ,20130131,9.3133,9.5109,9.1722,9.4051,9.1581,0.2469999999999999,2.6971,84217.5,111921.5693
000519.SZ,20130130,9.1793,9.2992,9.0311,9.1581,9.2498,-0.09170000000000122,-0.9914,60698.67,78654.8139
000519.SZ,20130129,9.0311,9.3486,8.9112,9.2498,8.9676,0.28220000000000134,3.1469,88312.08,114843.3517
000519.SZ,20130128,8.89,9.1228,8.8336,8.9676,8.7418,0.22579999999999956,2.583,45267.09,57652.5058
000519.SZ,20130125,8.9958,9.0452,8.6854,8.7418,9.1017,-0.35989999999999966,-3.9542,39257.41,49229.8273
000519.SZ,20130124,8.8336,9.2781,8.8265,9.1017,8.8265,0.2751999999999999,3.1179,91859.59,117800.9563
000519.SZ,20130123,8.7136,8.9182,8.6783,8.8265,8.6995,0.1269999999999989,1.4599,34782.31,43429.1109
000519.SZ,20130122,9.1087,9.1722,8.6783,8.6995,9.1017,-0.4021999999999988,-4.419,46227.28,58043.4678
000519.SZ,20130121,8.9182,9.1158,8.9182,9.1017,8.9041,0.19759999999999955,2.2192,48106.87,61455.8501
000519.SZ,20130118,8.89,9.0664,8.763,8.9041,8.9606,-0.05649999999999977,-0.6305,59481.08,75119.1339
000519.SZ,20130117,9.6943,9.7085,8.883,8.9606,9.8143,-0.8536999999999999,-8.6985,113275.67,147887.9943
000519.SZ,20130116,9.5532,9.8637,9.3133,9.8143,9.5532,0.261099999999999,2.7331,130323.7,176369.001
000519.SZ,20130115,9.5603,10.0542,9.3839,9.5532,9.7367,-0.18350000000000044,-1.8846,176242.6,241508.8437
000519.SZ,20130114,8.9041,9.9131,8.8477,9.7367,9.0452,0.6915000000000013,7.6449,203890.2,274704.252
000519.SZ,20130111,8.6572,9.3486,8.5655,9.0452,8.5231,0.5221,6.1257,181986.94,231278.1516
000519.SZ,20130110,8.3961,8.6783,8.3467,8.5231,8.4949,0.028200000000000003,0.332,59818.38,72464.0652
000519.SZ,20130109,8.5443,8.8477,8.3891,8.4949,8.6572,-0.1623000000000001,-1.8747,79135.37,96231.7949
000519.SZ,20130108,8.2973,9.0523,8.2268,8.6572,8.3467,0.31049999999999933,3.72,127829.96,158106.9104
000519.SZ,20130107,8.1633,8.4667,8.0998,8.3467,8.1633,0.18340000000000067,2.2466,59680.33,70392.5037
000519.SZ,20130104,8.4737,8.502,8.0998,8.1633,8.3891,-0.22579999999999956,-2.6916,64200.71,74733.1523
000519.SZ,20121231,8.4737,8.629,8.3326,8.3891,8.502,-0.11290000000000155,-1.3279,76796.35,91681.5013
000519.SZ,20121228,8.1351,8.5725,8.1351,8.502,8.3608,0.14120000000000132,1.6888,80847.26,96360.0759
000519.SZ,20121227,8.3115,8.5796,8.0363,8.3608,8.1986,0.16219999999999857,1.9784,109200.96,129158.4708
000519.SZ,20121226,7.874,8.1986,7.8176,8.1986,7.867,0.3316000000000008,4.2151,86221.17,98200.067
000519.SZ,20121225,7.6694,7.8881,7.5706,7.867,7.6835,0.18349999999999955,2.3882,70243.96,77400.8192
000519.SZ,20121224,7.6341,7.7541,7.5495,7.6835,7.62,0.06350000000000033,0.8333,38996.77,42288.6328
000519.SZ,20121221,7.6059,7.8458,7.5283,7.62,7.6623,-0.042300000000000004,-0.5521,45442.22,49326.9769
000519.SZ,20121220,7.7823,7.7823,7.5142,7.6623,7.8035,-0.14119999999999955,-1.8094,50852.65,54862.546
000519.SZ,20121219,7.7541,7.8881,7.6906,7.8035,7.7541,0.049399999999999444,0.6371,39720.72,43856.8701
000519.SZ,20121218,7.8458,8.0292,7.6553,7.7541,7.9093,-0.15519999999999978,-1.9622,57341.21,63822.9367
000519.SZ,20121217,7.6906,8.255,7.5847,7.9093,7.6906,0.21870000000000012,2.8437,86780.92,97690.0846
000519.SZ,20121214,7.4154,7.7964,7.3378,7.6906,7.3307,0.35989999999999966,4.9095,69889.45,75402.7686
000519.SZ,20121213,7.5424,7.5988,7.3096,7.3307,7.5283,-0.19759999999999955,-2.6248,41986.76,44215.7025
000519.SZ,20121212,7.5424,7.747,7.4577,7.5283,7.6271,-0.09880000000000067,-1.2954,59468.76,63607.9205
000519.SZ,20121211,7.613,7.8528,7.4295,7.6271,7.613,0.014100000000000001,0.1852,100812.79,109575.2445
000519.SZ,20121210,7.2884,7.6835,7.2672,7.613,7.3872,0.22580000000000044,3.0566,78341.65,83026.8059
000519.SZ,20121207,7.2672,7.4225,7.1685,7.3872,7.3166,0.07059999999999977,0.9649,62445.42,64837.3225
000519.SZ,20121206,7.232,7.5636,7.1402,7.3166,7.2461,0.07050000000000001,0.9729,72925.84,76436.2833
000519.SZ,20121205,6.985,7.3942,6.9356,7.2461,7.1332,0.11289999999999978,1.5827,79328.39,80899.3054
000519.SZ,20121204,6.5405,7.2108,6.4206,7.1332,6.5828,0.5504000000000007,8.3612,72302.75,70977.7921
000519.SZ,20121203,6.5758,6.7028,6.5264,6.5828,6.5617,0.021099999999999675,0.3216,24430.88,22866.2743
000519.SZ,20121130,6.4065,6.604,6.3923,6.5617,6.4206,0.14109999999999978,2.1976,19901.57,18427.9252
000519.SZ,20121129,6.6463,6.7945,6.3853,6.4206,6.7169,-0.29629999999999956,-4.4113,18284.05,17170.5386
000519.SZ,20121128,6.7381,6.8298,6.6322,6.7169,6.6887,0.028200000000000003,0.4216,21957.42,20988.0146
000519.SZ,20121127,7.0556,7.0626,6.6534,6.6887,7.0767,-0.3879999999999999,-5.4828,23719.77,22957.2265
000519.SZ,20121126,7.239,7.2884,7.0626,7.0767,7.239,-0.1623000000000001,-2.242,17364.16,17607.3039
000519.SZ,20121123,7.1685,7.3237,7.0697,7.239,7.1755,0.06349999999999945,0.885,24852.49,25433.9897
000519.SZ,20121122,7.232,7.2813,7.1261,7.1755,7.2813,-0.10579999999999945,-1.453,15231.16,15520.06
000519.SZ,20121121,7.112,7.2884,7.0273,7.2813,7.1543,0.12699999999999978,1.7752,27619.28,28027.0744
000519.SZ,20121120,7.4013,7.4225,7.1402,7.1543,7.3166,-0.1623000000000001,-2.2182,17576.76,18157.384
000519.SZ,20121119,7.2672,7.366,7.0979,7.3166,7.2743,0.042300000000000004,0.5815,22382.78,23014.6891
000519.SZ,20121116,7.3731,7.3942,7.1261,7.2743,7.3731,-0.09879999999999978,-1.34,28465.42,29144.1088
000519.SZ,20121115,7.5847,7.6059,7.3519,7.3731,7.613,-0.23990000000000045,-3.1512,21908.58,23255.2701
000519.SZ,20121114,7.6553,7.74,7.4789,7.613,7.6271,-0.014100000000000001,-0.1849,21202.62,22779.537
000519.SZ,20121113,7.8952,7.8952,7.5988,7.6271,7.9022,-0.27509999999999923,-3.4813,23969.0,26213.2985
000519.SZ,20121112,7.6976,7.9375,7.6553,7.9022,7.6976,0.20459999999999923,2.658,29676.28,33009.7255
000519.SZ,20121109,7.8952,7.9869,7.62,7.6976,7.9587,-0.2610999999999999,-3.2807,38829.08,42814.82
000519.SZ,20121108,8.4173,8.4385,7.8458,7.9587,8.4737,-0.5149999999999988,-6.0776,50091.09,57931.1869
000519.SZ,20121107,8.375,8.5584,8.2268,8.4737,8.3891,0.08460000000000001,1.0085,46678.53,55485.5701
000519.SZ,20121106,8.5302,8.5655,8.3326,8.3891,8.5655,-0.176400000000001,-2.0594,35969.63,42982.5535
000519.SZ,20121105,8.4314,8.5937,8.3326,8.5655,8.4808,0.08469999999999978,0.9987,39099.36,47060.6619
000519.SZ,20121102,8.5443,8.636,8.3467,8.4808,8.5725,-0.09169999999999945,-1.0697,46079.27,55369.746
000519.SZ,20121101,8.4385,8.6501,8.4173,8.5725,8.3891,0.18340000000000067,2.1862,63638.22,77031.1486
000519.SZ,20121031,8.3326,8.4385,8.2056,8.3891,8.3397,0.049399999999998556,0.5923,33880.2,40132.7414
000519.SZ,20121030,8.5937,8.6572,8.3326,8.3397,8.5584,-0.21870000000000012,-2.5554,47941.81,57464.561
000519.SZ,20121029,8.4526,8.6078,8.3608,8.5584,8.4667,0.09170000000000122,1.0831,53200.49,64089.2971
000519.SZ,20121026,8.7983,8.9465,8.375,8.4667,9.017,-0.5503,-6.1029,101023.76,123429.6294
000519.SZ,20121025,9.9131,10.3576,8.9606,9.017,9.9131,-0.8961000000000006,-9.0396,169334.62,231471.6099
000519.SZ,20121024,9.525,9.9977,9.3557,9.9131,9.7014,0.21170000000000044,2.1822,120285.75,166077.8772
000519.SZ,20121023,9.6308,10.0753,9.525,9.7014,9.7367,-0.03530000000000122,-0.3625,118676.01,165017.2848
000519.SZ,20121022,9.271,9.7367,9.1722,9.7367,9.4474,0.2893000000000008,3.0622,113431.34,151114.2821
000519.SZ,20121019,9.8778,10.1388,9.4403,9.4474,10.0048,-0.5573999999999995,-5.5713,137457.67,190899.8749
000519.SZ,20121018,9.4051,10.1247,9.264,10.0048,9.5603,0.4444999999999997,4.6494,190064.68,263373.2396
000519.SZ,20121017,9.6661,9.9977,9.525,9.5603,9.772,-0.21170000000000044,-2.1664,140900.37,195248.4108
000519.SZ,20121016,9.5673,9.8707,9.4333,9.772,9.6732,0.09880000000000067,1.0214,125531.43,171980.34
000519.SZ,20121015,9.9554,9.9554,9.3133,9.6732,9.9554,-0.28219999999999956,-2.8346,142328.04,192631.6849
000519.SZ,20121012,9.8848,10.3787,9.8284,9.9554,10.0542,-0.09880000000000067,-0.9827,168388.33,239811.6158
000519.SZ,20121011,10.9502,10.9996,9.7508,10.0542,10.6116,-0.5573999999999995,-5.2527,241527.07,347794.7315
000519.SZ,20121010,9.8566,10.6116,9.7508,10.6116,9.645,0.9665999999999997,10.0218,167602.39,245455.9447
000519.SZ,20121009,9.2992,9.645,8.8265,9.645,8.7701,0.8749000000000002,9.9759,263825.15,348302.6879
000519.SZ,20121008,8.7701,8.7701,8.7701,8.7701,7.9728,0.797299999999999,10.0003,19690.87,24475.7514
000519.SZ,20120928,7.9728,7.9728,7.9728,7.9728,7.2461,0.7267000000000001,10.0288,7457.84,8427.3592
000519.SZ,20120720,7.1826,7.3096,7.1261,7.2461,7.1826,0.06350000000000033,0.8841,37805.31,38635.2999
000519.SZ,20120719,7.1402,7.366,7.0908,7.1826,7.2813,-0.09870000000000001,-1.3555,52484.68,53603.3211
000519.SZ,20120718,6.7945,7.4648,6.7592,7.2813,6.8721,0.40920000000000023,5.9545,76701.99,77966.8593
000519.SZ,20120717,6.6111,6.8721,6.4206,6.8721,6.7522,0.11989999999999945,1.7757,34163.61,32330.8315
000519.SZ,20120716,6.5828,7.1614,6.5828,6.7522,6.5758,0.1764000000000001,2.6826,54553.58,53130.5917
000519.SZ,20120713,6.5546,6.7733,6.5193,6.5758,6.5193,0.05649999999999977,0.8667,23334.72,21981.8152
000519.SZ,20120712,6.3994,6.5476,6.3571,6.5193,6.4065,0.11280000000000001,1.7607,17026.07,15593.2305
000519.SZ,20120711,6.4629,6.4911,6.35,6.4065,6.3994,0.007100000000000328,0.1109,11124.24,10111.2955
000519.SZ,20120710,6.5828,6.597,6.3641,6.3994,6.6181,-0.21870000000000012,-3.3046,16654.07,15206.9459
000519.SZ,20120709,6.5687,6.8439,6.5476,6.6181,6.597,0.021099999999999675,0.3198,31707.98,30140.8874
000519.SZ,20120706,6.5476,6.597,6.3218,6.597,6.47,0.12700000000000067,1.9629,19401.5,17829.1202
000519.SZ,20120705,6.7381,6.7381,6.4558,6.47,6.8298,-0.3597999999999999,-5.2681,22235.22,20666.6561
000519.SZ,20120704,6.5828,6.9497,6.4206,6.8298,6.5899,0.23989999999999956,3.6404,36352.25,34663.8539
000519.SZ,20120703,6.6675,6.7028,6.5758,6.5899,6.6393,-0.04940000000000033,-0.7441,17732.18,16687.4667
000519.SZ,20120702,6.5476,6.6393,6.4629,6.6393,6.477,0.1623000000000001,2.5058,21034.18,19536.7198
000519.SZ,20120629,6.4276,6.477,6.2795,6.477,6.4206,0.056400000000000006,0.8784,14187.14,12895.0911
000519.SZ,20120628,6.7522,6.8157,6.3853,6.4206,6.7028,-0.28219999999999956,-4.2102,20337.04,18781.9739
000519.SZ,20120627,6.8157,6.9709,6.7028,6.7028,6.8439,-0.14109999999999978,-2.0617,11572.11,11212.9244
000519.SZ,20120626,6.7522,6.9003,6.6534,6.8439,6.8439,0.0,0.0,15411.5,14761.9241
000519.SZ,20120625,7.1543,7.2178,6.8439,6.8439,7.1543,-0.31040000000000045,-4.3386,19908.14,19918.3235
000519.SZ,20120621,7.3942,7.3942,7.1191,7.1543,7.3731,-0.21879999999999988,-2.9675,20653.28,21062.1547
000519.SZ,20120620,7.3731,7.493,7.3166,7.3731,7.3519,0.02120000000000033,0.2884,15222.21,15934.3925
000519.SZ,20120619,7.62,7.7047,7.3378,7.3519,7.6623,-0.31040000000000045,-4.051,29831.97,31610.0561
000519.SZ,20120618,7.6694,7.8528,7.5988,7.6623,7.7541,-0.0918000000000001,-1.1839,24607.99,26762.6648
000519.SZ,20120615,7.6482,7.8952,7.6482,7.7541,7.7541,0.0,0.0,51095.21,56432.6527
000519.SZ,20120614,7.4225,8.001,7.359,7.7541,7.4225,0.3315999999999999,4.4675,51188.99,55684.1257
000519.SZ,20120613,7.3096,7.4366,7.2813,7.4225,7.3096,0.11290000000000067,1.5445,15105.52,15779.1289
000519.SZ,20120612,7.5071,7.5071,7.2884,7.3096,7.4789,-0.16930000000000067,-2.2637,18650.35,19446.9353
000519.SZ,20120611,7.4083,7.5353,7.3448,7.4789,7.3378,0.14110000000000067,1.9229,22069.5,23339.2923
000519.SZ,20120608,7.2602,7.5424,7.2108,7.3378,7.1826,0.15519999999999978,2.1608,30290.61,31679.9596
000519.SZ,20120607,7.3519,7.486,7.1755,7.1826,7.3378,-0.15519999999999978,-2.1151,15459.42,16045.2001
000519.SZ,20120606,7.4013,7.4507,7.2672,7.3378,7.3448,-0.007000000000000561,-0.0953,11911.42,12419.3105
000519.SZ,20120605,7.2672,7.4154,7.2108,7.3448,7.232,0.11280000000000001,1.5597,18717.86,19401.9168
000519.SZ,20120604,7.5495,7.5636,7.2178,7.232,7.7258,-0.49379999999999935,-6.3916,39635.53,41633.6794
000519.SZ,20120601,7.7611,7.8105,7.6482,7.7258,7.7611,-0.03530000000000033,-0.4548,18582.85,20282.8019
000519.SZ,20120531,7.7682,7.8317,7.747,7.7611,7.8387,-0.07760000000000034,-0.99,20723.58,22840.5732
000519.SZ,20120530,7.9869,7.994,7.7823,7.8387,7.9657,-0.12699999999999978,-1.5943,25514.16,28380.8337
000519.SZ,20120529,7.7893,8.0222,7.7682,7.9657,7.8246,0.14109999999999978,1.8033,26259.21,29534.5513
000519.SZ,20120528,7.6059,7.8387,7.6059,7.8246,7.6835,0.14109999999999978,1.8364,23202.7,25472.4145
000519.SZ,20120525,7.8387,7.9375,7.5847,7.6835,7.9234,-0.23989999999999956,-3.0277,24188.46,26577.9402
000519.SZ,20120524,7.8528,8.0786,7.8035,7.9234,7.9163,0.007100000000000328,0.0897,34126.99,38534.2415
000519.SZ,20120523,7.8105,8.0575,7.7964,7.9163,7.8105,0.10579999999999945,1.3546,30375.2,34151.512
000519.SZ,20120522,7.5565,7.8176,7.5565,7.8105,7.5918,0.21870000000000012,2.8807,29728.32,32643.7605
000519.SZ,20120521,7.747,7.747,7.4083,7.5918,7.747,-0.15519999999999978,-2.0034,34041.07,36451.2282
000519.SZ,20120518,8.1986,8.1986,7.6765,7.747,8.255,-0.5080000000000009,-6.1538,61805.88,69339.3415
000519.SZ,20120517,8.4032,8.4032,8.0081,8.255,8.3256,-0.07059999999999889,-0.848,43563.17,50630.7803
000519.SZ,20120516,8.4526,8.5655,8.2903,8.3256,8.4526,-0.12700000000000067,-1.5025,34337.3,41035.4977
000519.SZ,20120515,8.1915,8.4526,8.1915,8.4526,8.4243,0.02829999999999977,0.3359,43107.15,50598.9701
000519.SZ,20120514,8.8618,8.8618,8.3185,8.4243,8.9041,-0.4797999999999991,-5.3885,70233.4,84784.3673
000519.SZ,20120510,8.9888,9.0311,8.763,8.9041,9.0735,-0.16939999999999955,-1.867,82700.86,104193.4694
000519.SZ,20120509,8.7842,9.3698,8.7842,9.0735,8.5937,0.4797999999999991,5.5832,155362.68,199936.8063
000519.SZ,20120508,8.2832,8.8053,8.2691,8.5937,8.2832,0.31049999999999933,3.7486,101278.8,123513.8407
000519.SZ,20120507,8.382,8.502,8.1492,8.2832,8.5302,-0.2469999999999999,-2.8956,59281.89,69605.1597
000519.SZ,20120504,8.4596,8.6431,8.3961,8.5302,8.5231,0.0071000000000012164,0.0833,45177.43,54523.3498
000519.SZ,20120503,8.3256,8.5302,8.255,8.5231,8.4596,0.06349999999999945,0.7506,70305.45,83529.4163
000519.SZ,20120502,8.6431,8.8053,8.1845,8.4596,8.6925,-0.23290000000000077,-2.6793,108805.12,129197.7287
000519.SZ,20120427,8.89,9.6943,8.6501,8.6925,8.9606,-0.2680999999999987,-2.992,137062.45,179667.9145
000519.SZ,20120426,8.8195,9.3275,8.5372,8.9606,8.9253,0.03529999999999944,0.3955,141969.53,182060.8739
000519.SZ,20120424,9.1722,9.3698,8.3961,8.9253,9.2357,-0.31039999999999957,-3.3609,197089.14,250534.5376
000519.SZ,20120423,8.3961,9.2357,8.3891,9.2357,8.3961,0.839599999999999,9.9999,194857.64,248304.5879
000519.SZ,20120420,8.4878,8.6148,8.2621,8.3961,8.4667,-0.07059999999999889,-0.8339,67634.26,80498.275
000519.SZ,20120419,8.248,8.5513,8.0857,8.4667,8.2127,0.25399999999999956,3.0928,74342.92,88279.9362
000519.SZ,20120418,8.1492,8.3256,8.0857,8.2127,8.1492,0.06349999999999945,0.7792,54449.32,63473.3547
000519.SZ,20120417,7.9375,8.4526,7.8035,8.1492,7.9728,0.1764000000000001,2.2125,73127.68,85064.8826
000519.SZ,20120416,8.0645,8.1633,7.9022,7.9728,8.1915,-0.21869999999999923,-2.6698,43080.6,49022.3933
000519.SZ,20120413,8.2056,8.3115,8.0857,8.1915,8.2409,-0.04940000000000033,-0.5994,60101.24,69615.1717
000519.SZ,20120412,8.0433,8.3256,8.0433,8.2409,8.1915,0.04940000000000033,0.6031,95456.44,110993.645
000519.SZ,20120411,7.5283,8.375,7.4013,8.1915,7.613,0.5784999999999991,7.5988,113902.71,128771.7596
000519.SZ,20120410,7.5071,7.62,7.1967,7.613,7.4789,0.1341000000000001,1.793,39846.5,41555.2237
000519.SZ,20120409,7.4083,7.7329,7.2955,7.4789,7.3731,0.10580000000000034,1.4349,41381.71,44230.33
000519.SZ,20120406,7.4718,7.6694,7.2813,7.3731,7.4295,-0.056400000000000006,-0.7591,45241.7,48048.2421
000519.SZ,20120405,7.1332,7.5001,7.1261,7.4295,7.2955,0.13400000000000034,1.8367,42882.86,44949.4688
000519.SZ,20120330,7.0485,7.5001,7.0273,7.2955,7.2955,0.0,0.0,51129.43,52759.1335
000519.SZ,20120329,7.8599,7.8599,7.2955,7.2955,8.1068,-0.8113000000000001,-10.0076,100307.53,104764.2478
000519.SZ,20120328,8.0222,8.4455,7.9446,8.1068,8.0575,0.049300000000000566,0.6119,102836.2,120071.5996
000519.SZ,20120327,8.0222,8.128,7.8811,8.0575,7.9375,0.11999999999999922,1.5118,37845.25,42976.5258
000519.SZ,20120326,7.9728,8.2903,7.7964,7.9375,8.128,-0.1905000000000001,-2.3438,47326.51,53889.5342
000519.SZ,20120323,7.5142,8.3961,7.5142,8.128,7.6906,0.43740000000000023,5.6875,94371.28,107476.0336
000519.SZ,20120322,7.6835,7.8599,7.5142,7.6906,7.6623,0.02829999999999977,0.3693,37342.05,40851.8334
000519.SZ,20120321,7.9234,8.0363,7.486,7.6623,7.9375,-0.2751999999999999,-3.4671,65547.16,71651.3313
000519.SZ,20120320,8.1139,8.2973,7.9093,7.9375,8.1562,-0.21870000000000012,-2.6814,46402.35,53367.4182
000519.SZ,20120319,7.994,8.1562,7.8458,8.1562,7.9798,0.1764000000000001,2.2106,46938.21,53178.8002
000519.SZ,20120316,7.8599,8.0575,7.6976,7.9798,7.7893,0.1905000000000001,2.4457,49358.6,55278.9258
000519.SZ,20120315,8.128,8.375,7.6271,7.7893,8.2691,-0.4798,-5.8023,67640.93,76184.8685
000519.SZ,20120314,8.8406,9.0241,8.0151,8.2691,8.89,-0.6209000000000007,-6.9843,95921.7,117628.3409
000519.SZ,20120313,8.9676,9.0452,8.7277,8.89,9.0452,-0.1551999999999989,-1.7158,63180.1,79420.0117
000519.SZ,20120312,8.7489,9.1017,8.5161,9.0452,8.7348,0.31039999999999957,3.5536,96147.51,120241.7122
000519.SZ,20120309,8.6995,9.1652,8.6431,8.7348,8.6501,0.08469999999999978,0.9792,77772.56,97494.0167
000519.SZ,20120307,8.9535,9.2569,8.6431,8.6501,9.0805,-0.43040000000000056,-4.7398,111500.02,141216.1388
000519.SZ,20120306,8.6713,9.3133,8.4667,9.0805,8.6995,0.3810000000000002,4.3796,142520.16,181374.4521
000519.SZ,20120305,8.2409,8.9041,8.2409,8.6995,8.1351,0.5644000000000009,6.9378,136822.22,167633.0982
000519.SZ,20120302,7.9728,8.1703,7.9587,8.1351,7.9798,0.15529999999999955,1.9462,58198.5,66556.2135
000519.SZ,20120301,7.9728,8.1915,7.874,7.9798,8.001,-0.02119999999999944,-0.265,60552.54,69118.3757
000519.SZ,20120229,8.3256,8.3326,7.6765,8.001,8.5231,-0.5221,-6.1257,106558.67,121969.6513
000519.SZ,20120228,8.4949,9.0664,8.3961,8.5231,8.4949,0.028200000000000003,0.332,169907.88,210401.193
000519.SZ,20120227,8.4243,8.5584,8.3326,8.4949,8.4455,0.04940000000000033,0.5849,88704.67,106338.4306
000519.SZ,20120224,8.4667,8.5866,8.2762,8.4455,8.5513,-0.10580000000000034,-1.2372,98956.48,118297.4675
000519.SZ,20120223,8.6642,8.8053,8.4596,8.5513,8.7418,-0.1905000000000001,-2.1792,97821.63,119490.6512
000519.SZ,20120222,8.7207,8.8336,8.5584,8.7418,8.7207,0.021099999999998786,0.242,113673.21,140001.8929
000519.SZ,20120221,8.7136,8.8195,8.4596,8.7207,8.6995,0.02120000000000033,0.2437,148099.95,180981.3832
000519.SZ,20120220,8.0292,8.6995,7.9022,8.6995,7.9093,0.7902000000000005,9.9908,198565.44,235491.5899
000519.SZ,20120217,7.232,7.9093,7.0908,7.9093,7.1896,0.7196999999999996,10.0103,173053.98,187755.2344
000519.SZ,20120216,7.0485,7.4366,7.0273,7.1896,7.105,0.08460000000000001,1.1907,91151.88,93737.3995
000519.SZ,20120215,7.0273,7.2955,6.985,7.105,7.0626,0.04240000000000066,0.6003,70504.19,71387.7516
000519.SZ,20120214,7.3872,7.3872,7.0132,7.0626,7.2461,-0.18350000000000044,-2.5324,69482.48,70081.5795
000519.SZ,20120213,7.239,7.4295,6.985,7.2461,7.2531,-0.006999999999999673,-0.0965,80935.01,82737.877
000519.SZ,20120210,7.2602,7.3025,7.0908,7.2531,7.2108,0.042300000000000004,0.5866,59163.5,60335.9167
000519.SZ,20120209,6.9286,7.5212,6.8651,7.2108,7.0062,0.20460000000000012,2.9203,113692.52,116312.7113
000519.SZ,20120208,6.8086,7.366,6.7451,7.0062,6.8368,0.16939999999999955,2.4778,112900.16,111342.9034
000519.SZ,20120207,6.7028,6.8368,6.5405,6.8368,6.7592,0.07760000000000034,1.1481,80634.36,76639.5736
000519.SZ,20120206,6.6675,6.9145,6.597,6.7592,6.6816,0.07759999999999945,1.1614,83978.31,80279.0358
000519.SZ,20120203,6.6605,6.7663,6.5546,6.6816,6.7028,-0.02119999999999944,-0.3163,80506.78,75859.6738
000519.SZ,20120202,6.343,7.0485,6.3147,6.7028,6.5193,0.18349999999999955,2.8147,126473.35,119223.1071
000519.SZ,20120201,5.9408,6.597,5.7926,6.5193,6.0255,0.49380000000000024,8.1952,78865.02,67484.9464
000519.SZ,20120131,5.3622,6.0396,5.3199,6.0255,5.4892,0.5362999999999998,9.7701,87594.92,71737.6837
000519.SZ,20120130,5.1506,5.5033,5.1012,5.4892,5.1435,0.3456999999999999,6.7211,50895.19,38094.9137
000519.SZ,20120120,5.0447,5.2282,5.0165,5.1435,5.1294,0.014100000000000001,0.2749,42936.12,31259.1001
000519.SZ,20120119,5.2352,5.2352,5.0306,5.1294,5.1717,-0.042300000000000004,-0.8179,48565.44,35441.5408
000519.SZ,20120118,5.0447,5.1717,4.9742,5.1717,4.699,0.47270000000000056,10.0596,77098.76,56181.8185
000519.SZ,20120116,4.8824,4.9107,4.6637,4.699,4.9389,-0.23990000000000045,-4.8574,14578.54,9882.3699
000519.SZ,20120113,5.2705,5.2705,4.9248,4.9389,5.2846,-0.3456999999999999,-6.5416,24415.36,17542.1526
000519.SZ,20120112,5.0518,5.2846,5.0447,5.2846,5.1153,0.16929999999999978,3.3097,25834.58,18988.0536
000519.SZ,20120111,5.08,5.2141,5.0306,5.1153,5.0941,0.02120000000000033,0.4162,24851.02,17999.7206
000519.SZ,20120110,4.8824,5.0941,4.8401,5.0941,4.8895,0.20460000000000012,4.1845,30729.72,21747.4975
000519.SZ,20120109,4.6073,4.9248,4.5226,4.8895,4.6002,0.2892999999999999,6.2889,19043.77,12806.7498
000519.SZ,20120106,4.5367,4.6143,4.4803,4.6002,4.5367,0.06350000000000033,1.3997,7669.03,4952.3365
000519.SZ,20120105,4.8401,5.0024,4.4732,4.5367,4.953,-0.41630000000000056,-8.405,12093.48,7979.7655
000519.SZ,20120104,5.08,5.08,4.953,4.953,4.9953,-0.042300000000000004,-0.8468,7161.66,5087.1706
000519.SZ,20111230,4.8754,5.08,4.8683,4.9953,4.8613,0.13400000000000034,2.7565,9554.75,6774.4796
000519.SZ,20111229,4.8683,4.9671,4.826,4.8613,4.9036,-0.042300000000000004,-0.8626,8455.42,5891.9679
000519.SZ,20111228,4.9389,4.9389,4.7766,4.9036,4.9389,-0.03530000000000033,-0.7147,8018.75,5506.4038
000519.SZ,20111227,4.9812,5.0871,4.8683,4.9389,5.08,-0.14109999999999978,-2.7776,14594.62,10237.2785
000519.SZ,20111226,5.3481,5.3622,5.08,5.08,5.3622,-0.28219999999999956,-5.2628,13847.88,10203.6475
000519.SZ,20111223,5.2564,5.461,5.2282,5.3622,5.3552,0.006999999999999673,0.1307,10961.7,8308.621
000519.SZ,20111222,5.3693,5.4046,5.08,5.3552,5.4963,-0.14109999999999978,-2.5672,13627.85,10084.7806
000519.SZ,20111221,5.7221,5.9902,5.4328,5.4963,5.7221,-0.22580000000000044,-3.9461,15372.65,12300.9734
000519.SZ,20111220,5.7221,5.8208,5.6092,5.7221,5.842,-0.11989999999999945,-2.0524,23176.66,18677.3563
000519.SZ,20111219,5.4822,5.9972,5.2987,5.842,5.4892,0.35279999999999934,6.4272,37288.14,30549.985
000519.SZ,20111216,5.3552,5.4963,5.3128,5.4892,5.3552,0.13400000000000034,2.5022,10140.24,7782.0926
000519.SZ,20111215,5.3622,5.3622,5.1788,5.3552,5.3693,-0.014100000000000001,-0.2626,9774.91,7340.1458
000519.SZ,20111214,5.5174,5.6445,5.3411,5.3693,5.5174,-0.14810000000000034,-2.6842,11518.03,8879.7854
000519.SZ,20111213,5.8208,5.8208,5.4187,5.5174,5.8491,-0.33169999999999966,-5.671,10363.51,8186.4999
000519.SZ,20111212,5.9196,5.9337,5.842,5.8491,5.8985,-0.04940000000000033,-0.8375,4847.69,4037.1723
